Count,Strip,Lot ID,MONTH,DAY,Date(측정 일자 및 시간),1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,Variation,Group,Average
3557,S5504,L820026616535,11,9,2021-11-09,1.2857,1.30569,1.3119,1.31838,1.32257,1.32676,1.32585,1.33013,1.33501,1.32953,1.31927,1.31717,1.30495,1.28974,1.27313,1.29851,1.30819,1.31515,1.32213,1.32398,1.3287,1.32382,1.33139,0,0,0,0,0,0,0,0.06188,C,1.315
3558,S2807,L820026616535,11,9,2021-11-09,1.32255,1.32332,1.32231,1.31975,1.32173,1.31613,1.31074,1.30783,1.29116,1.2867,1.30069,1.31043,1.3117,1.31622,1.28256,1.27179,1.27723,1.27791,1.27716,1.27465,1.27241,1.27157,1.26136,0,0,0,0,0,0,0,0.06196,C,1.297
3559,S2101,L820026616535,11,9,2021-11-09,1.27753,1.27254,1.27476,1.27902,1.28341,1.28119,1.27525,1.26913,1.26051,1.28575,1.3024,1.31486,1.31109,1.31553,1.32248,1.31912,1.3171,1.31718,1.32005,1.31508,1.31078,1.30584,1.29375,0,0,0,0,0,0,0,0.06197,C,1.297
3560,S1207,L820026616535,11,9,2021-11-09,1.32076,1.31415,1.31618,1.31809,1.3219,1.31959,1.3163,1.31601,1.29562,1.29184,1.30716,1.31345,1.30479,1.31183,1.27001,1.26352,1.26012,1.26677,1.27101,1.27168,1.26729,1.26831,1.25984,0,0,0,0,0,0,0,0.06206,C,1.294
3561,S1601,L820026616535,11,9,2021-11-09,1.2715,1.2696,1.27097,1.273,1.27266,1.27141,1.26974,1.26744,1.25929,1.28152,1.29693,1.30915,1.30795,1.3138,1.32142,1.31906,1.31453,1.31551,1.31654,1.3103,1.30402,1.30298,1.28692,0,0,0,0,0,0,0,0.06213,C,1.292
3562,S0504,L820026616535,11,9,2021-11-09,1.28327,1.29786,1.31073,1.31372,1.31979,1.32408,1.32541,1.32759,1.33137,1.32651,1.31654,1.3139,1.30143,1.28262,1.26916,1.28943,1.30564,1.31244,1.31817,1.32194,1.32377,1.32171,1.32551,0,0,0,0,0,0,0,0.06221,C,1.311
3563,S3602,L820026616535,11,9,2021-11-09,1.2634,1.27659,1.27954,1.2831,1.29049,1.294,1.29037,1.2878,1.29028,1.32297,1.31261,1.31135,1.29629,1.28106,1.27422,1.2985,1.3003,1.30812,1.31311,1.31822,1.31734,1.32133,1.32567,0,0,0,0,0,0,0,0.06227,C,1.298
3564,S1801,L820026616535,11,9,2021-11-09,1.27865,1.27466,1.27632,1.28254,1.2827,1.27584,1.27604,1.26993,1.25813,1.2857,1.29613,1.31175,1.30701,1.31314,1.32046,1.31651,1.31859,1.31607,1.3179,1.31076,1.30756,1.30563,1.28892,0,0,0,0,0,0,0,0.06233,C,1.295
3565,S0701,L820026616535,11,9,2021-11-09,1.27844,1.27035,1.27218,1.27949,1.27792,1.27412,1.26977,1.26494,1.25815,1.28299,1.29658,1.30947,1.30778,1.3117,1.32049,1.31704,1.31685,1.31348,1.31672,1.31337,1.30621,1.30339,1.28727,0,0,0,0,0,0,0,0.06234,C,1.293
3566,S2007,L820026616535,11,9,2021-11-09,1.32595,1.32652,1.32021,1.32111,1.32126,1.31679,1.31062,1.31147,1.29324,1.28557,1.30192,1.31331,1.31228,1.31834,1.28169,1.27306,1.27614,1.27945,1.28186,1.27867,1.27236,1.27204,1.26414,0,0,0,0,0,0,0,0.06238,C,1.298
3567,S0106,L820026616535,11,9,2021-11-09,1.26915,1.29476,1.3039,1.30971,1.31624,1.32084,1.32103,1.32355,1.32634,1.32667,1.31371,1.31176,1.29861,1.27458,1.26521,1.29662,1.30453,1.30818,1.31374,1.31832,1.31974,1.32332,1.32758,0,0,0,0,0,0,0,0.06237,C,1.308
3568,S2402,L820026616535,11,9,2021-11-09,1.25844,1.27537,1.27677,1.28214,1.28719,1.28807,1.28691,1.29445,1.29495,1.31641,1.30782,1.30929,1.29787,1.28207,1.28622,1.30255,1.30484,1.30951,1.31629,1.31659,1.31554,1.31639,1.32084,0,0,0,0,0,0,0,0.0624,C,1.298
3569,S5906,L820026616535,11,9,2021-11-09,1.27554,1.29902,1.30951,1.31439,1.32686,1.32692,1.32975,1.32763,1.33236,1.33279,1.3194,1.31634,1.30292,1.27512,1.27313,1.29901,1.30824,1.31332,1.31967,1.32321,1.3261,1.32783,1.33554,0,0,0,0,0,0,0,0.06241,C,1.314
3570,S1807,L820026616535,11,9,2021-11-09,1.31883,1.31274,1.31351,1.31689,1.32056,1.31683,1.31731,1.31749,1.29954,1.29682,1.30505,1.31173,1.30262,1.31115,1.27601,1.25814,1.26152,1.27104,1.27316,1.26928,1.27443,1.27248,1.26874,0,0,0,0,0,0,0,0.06242,C,1.295
3571,S3904,L820026616535,11,9,2021-11-09,1.27498,1.29863,1.30959,1.31079,1.31756,1.32446,1.32448,1.32322,1.32972,1.32678,1.31512,1.31212,1.30191,1.27537,1.26708,1.29264,1.30431,1.31144,1.31805,1.32066,1.32387,1.31958,1.32529,0,0,0,0,0,0,0,0.06264,C,1.31
3572,S3107,L820026616535,11,9,2021-11-09,1.32083,1.31713,1.31895,1.31713,1.32007,1.32021,1.32006,1.32058,1.30056,1.29745,1.30704,1.31157,1.30581,1.31262,1.26893,1.25809,1.25986,1.26185,1.26583,1.26212,1.26784,1.27424,1.27077,0,0,0,0,0,0,0,0.06274,C,1.295
3573,S1401,L820026616535,11,9,2021-11-09,1.27652,1.27474,1.27329,1.28296,1.28148,1.27885,1.27694,1.27259,1.25871,1.2804,1.29796,1.31112,1.30797,1.31499,1.32176,1.3192,1.31698,1.31673,1.31907,1.31278,1.3081,1.30575,1.28514,0,0,0,0,0,0,0,0.06305,C,1.295
3574,S1604,L820026616535,11,9,2021-11-09,1.2759,1.30568,1.31138,1.31448,1.31984,1.3227,1.32442,1.32512,1.33307,1.3266,1.3187,1.31606,1.30335,1.27779,1.26998,1.29824,1.30634,1.31216,1.32112,1.3242,1.3255,1.31951,1.32661,0,0,0,0,0,0,0,0.06309,C,1.312
3575,S2804,L820026616535,11,9,2021-11-09,1.27642,1.30043,1.31167,1.31193,1.32145,1.32282,1.32487,1.32643,1.33186,1.32612,1.31516,1.31409,1.30096,1.2829,1.2687,1.29209,1.30631,1.31156,1.31898,1.31949,1.32467,1.32168,1.3247,0,0,0,0,0,0,0,0.06316,C,1.311
3576,S4707,L820026616535,11,9,2021-11-09,1.32645,1.3198,1.31966,1.3199,1.32063,1.31882,1.31649,1.31653,1.30478,1.29978,1.30377,1.30905,1.30561,1.31731,1.27765,1.26325,1.2662,1.27001,1.27431,1.28084,1.28114,1.27785,1.27624,0,0,0,0,0,0,0,0.0632,C,1.299
3577,S2408,L820026616535,11,9,2021-11-09,1.28048,1.3035,1.30862,1.31159,1.31566,1.32083,1.3196,1.31642,1.32271,1.31444,1.3078,1.30946,1.29919,1.28089,1.25944,1.27318,1.27286,1.27414,1.26898,1.27916,1.2835,1.28268,1.28395,0,0,0,0,0,0,0,0.06327,C,1.295
3578,S5007,L820026616535,11,9,2021-11-09,1.31988,1.31648,1.3169,1.31865,1.32157,1.31883,1.31873,1.3133,1.29945,1.29728,1.30686,1.3112,1.30411,1.31333,1.27067,1.25819,1.26136,1.2682,1.2737,1.27647,1.27417,1.26814,1.26604,0,0,0,0,0,0,0,0.06338,C,1.295
3579,S3801,L820026616535,11,9,2021-11-09,1.28773,1.27978,1.2782,1.29048,1.2832,1.28044,1.2802,1.27378,1.26148,1.28552,1.29826,1.31206,1.31026,1.31621,1.32487,1.32116,1.31989,1.31954,1.31927,1.3137,1.31021,1.3066,1.29307,0,0,0,0,0,0,0,0.06339,C,1.299
3580,S1802,L820026616535,11,9,2021-11-09,1.25613,1.27049,1.27495,1.28026,1.28324,1.28464,1.28503,1.28366,1.28302,1.31308,1.30818,1.31137,1.29899,1.28678,1.28634,1.30492,1.30764,1.31384,1.31679,1.31642,1.31762,1.31717,1.31958,0,0,0,0,0,0,0,0.06345,C,1.297
3581,S4607,L820026616535,11,9,2021-11-09,1.32155,1.32281,1.3205,1.31993,1.32171,1.31696,1.31351,1.3111,1.29368,1.2839,1.30277,1.31271,1.30928,1.31459,1.27727,1.27001,1.27078,1.27582,1.2761,1.27607,1.2718,1.27042,1.25932,0,0,0,0,0,0,0,0.06349,C,1.296
3582,S0304,L820026616535,11,9,2021-11-09,1.28078,1.29928,1.31196,1.31612,1.32333,1.32804,1.32906,1.32772,1.335,1.32872,1.32035,1.31891,1.30233,1.28206,1.27148,1.29041,1.30885,1.3127,1.32126,1.32596,1.32939,1.32505,1.33144,0,0,0,0,0,0,0,0.06352,C,1.314
3583,S1406,L820026616535,11,9,2021-11-09,1.27127,1.29233,1.3058,1.31244,1.31839,1.32467,1.32913,1.32355,1.32801,1.32768,1.31674,1.31405,1.29882,1.27035,1.26719,1.29513,1.30548,1.30975,1.31576,1.31988,1.32306,1.32558,1.3307,0,0,0,0,0,0,0,0.06351,C,1.31
3584,S2504,L820026616535,11,9,2021-11-09,1.27496,1.29805,1.31051,1.30948,1.32034,1.32284,1.32354,1.32579,1.32802,1.32585,1.31342,1.31287,1.30192,1.27812,1.26444,1.29275,1.30607,1.30995,1.32096,1.32144,1.3212,1.3212,1.32337,0,0,0,0,0,0,0,0.06358,C,1.31
3585,S1502,L820026616535,11,9,2021-11-09,1.26338,1.26976,1.28166,1.28268,1.28919,1.28887,1.28961,1.29182,1.29508,1.32461,1.31405,1.31407,1.30095,1.28333,1.27422,1.29628,1.30227,1.30888,1.3169,1.31846,1.32003,1.32295,1.32708,0,0,0,0,0,0,0,0.0637,C,1.299
3586,S5604,L820026616535,11,9,2021-11-09,1.2787,1.30159,1.3127,1.31795,1.32512,1.3261,1.32565,1.32749,1.33378,1.3277,1.31659,1.31639,1.30322,1.28571,1.26992,1.28956,1.30728,1.31382,1.3242,1.3241,1.32632,1.32194,1.32798,0,0,0,0,0,0,0,0.06386,C,1.313
3587,S4404,L820026616535,11,9,2021-11-09,1.27331,1.29801,1.31046,1.31032,1.32147,1.32386,1.3249,1.32461,1.33101,1.32641,1.31573,1.31437,1.30007,1.28233,1.26708,1.28819,1.30571,1.31041,1.31967,1.32326,1.32426,1.31982,1.32539,0,0,0,0,0,0,0,0.06393,C,1.31
3588,S3504,L820026616535,11,9,2021-11-09,1.28551,1.30348,1.31211,1.31567,1.32107,1.3273,1.32747,1.32715,1.33316,1.32704,1.31941,1.31576,1.30216,1.28384,1.26911,1.29196,1.30739,1.31317,1.32243,1.32337,1.32609,1.31931,1.32594,0,0,0,0,0,0,0,0.06405,C,1.313
3589,S5101,L820026616535,11,9,2021-11-09,1.27665,1.27213,1.27763,1.28375,1.2806,1.27341,1.27206,1.26649,1.25936,1.28366,1.29512,1.30931,1.30885,1.31615,1.32348,1.3192,1.31805,1.31475,1.31631,1.30979,1.30543,1.30399,1.29151,0,0,0,0,0,0,0,0.06412,C,1.295
3590,S4407,L820026616535,11,9,2021-11-09,1.32197,1.31626,1.31781,1.31521,1.32089,1.31843,1.31807,1.31912,1.29475,1.28655,1.30625,1.31196,1.30227,1.31414,1.27685,1.2578,1.26304,1.2719,1.27292,1.2716,1.27395,1.27101,1.26138,0,0,0,0,0,0,0,0.06417,C,1.295
3591,S3202,L820026616535,11,9,2021-11-09,1.26452,1.27264,1.28147,1.28925,1.29184,1.29526,1.29534,1.29046,1.29062,1.32385,1.31329,1.31297,1.29896,1.28169,1.27753,1.29986,1.29943,1.30943,1.31824,1.3176,1.32199,1.32212,1.32881,0,0,0,0,0,0,0,0.06429,C,1.3
3592,S2808,L820026616535,11,9,2021-11-09,1.28129,1.30221,1.30876,1.31069,1.31717,1.31858,1.31748,1.31998,1.32132,1.312,1.30681,1.30745,1.29741,1.28245,1.25699,1.26914,1.26612,1.27188,1.26908,1.26808,1.27573,1.27489,1.27417,0,0,0,0,0,0,0,0.06433,C,1.293
3593,S2702,L820026616535,11,9,2021-11-09,1.25699,1.27196,1.27722,1.28248,1.28494,1.28435,1.27963,1.27732,1.27729,1.31718,1.30749,1.31031,1.29879,1.28116,1.28334,1.30195,1.30512,1.30971,1.31423,1.31829,1.31315,1.3171,1.32137,0,0,0,0,0,0,0,0.06438,C,1.295
3594,S5006,L820026616535,11,9,2021-11-09,1.27992,1.29433,1.30672,1.31373,1.32145,1.32517,1.33021,1.32676,1.32739,1.32673,1.31812,1.3156,1.30054,1.27109,1.26583,1.29898,1.3057,1.31245,1.31793,1.31969,1.32177,1.32301,1.32939,0,0,0,0,0,0,0,0.06438,C,1.311
3595,S5107,L820026616535,11,9,2021-11-09,1.32137,1.31632,1.31606,1.3168,1.32073,1.31749,1.31666,1.31606,1.30052,1.29257,1.30292,1.31002,1.30179,1.31197,1.27094,1.25688,1.25801,1.26091,1.26443,1.26862,1.27585,1.27463,1.27336,0,0,0,0,0,0,0,0.06449,C,1.294
3596,S3707,L820026616535,11,9,2021-11-09,1.32446,1.31859,1.32147,1.32225,1.32589,1.32443,1.32132,1.32062,1.31176,1.30183,1.31032,1.31768,1.30807,1.315,1.27577,1.26134,1.26993,1.28014,1.28162,1.2778,1.2765,1.27298,1.27545,0,0,0,0,0,0,0,0.06455,C,1.301
3597,S4808,L820026616535,11,9,2021-11-09,1.28896,1.30016,1.30687,1.31404,1.31892,1.32254,1.32591,1.32662,1.33014,1.3248,1.31232,1.3089,1.29948,1.28915,1.26549,1.27236,1.27737,1.27836,1.27802,1.28209,1.28828,1.29206,1.29841,0,0,0,0,0,0,0,0.06465,C,1.3
3598,S1404,L820026616535,11,9,2021-11-09,1.27166,1.30191,1.30977,1.31368,1.32058,1.3249,1.3263,1.32756,1.33199,1.32722,1.31643,1.31224,1.30109,1.27258,1.2673,1.29278,1.30234,1.31173,1.31796,1.3229,1.32608,1.32018,1.3261,0,0,0,0,0,0,0,0.06469,C,1.311
3599,S4202,L820026616535,11,9,2021-11-09,1.25414,1.27333,1.2756,1.27941,1.27672,1.27937,1.2763,1.27721,1.27269,1.31321,1.30702,1.31155,1.3001,1.27962,1.28237,1.30422,1.30584,1.30833,1.31604,1.31747,1.31626,1.31756,1.31901,0,0,0,0,0,0,0,0.06487,C,1.294
3600,S5207,L820026616535,11,9,2021-11-09,1.32331,1.31802,1.31832,1.32097,1.32257,1.31964,1.31946,1.31997,1.2999,1.30192,1.31049,1.31302,1.30606,1.31367,1.28386,1.25822,1.26913,1.27474,1.27692,1.27911,1.285,1.28535,1.28428,0,0,0,0,0,0,0,0.06509,C,1.3
3601,S3006,L820026616535,11,9,2021-11-09,1.26498,1.29282,1.30543,1.31189,1.31941,1.32156,1.32472,1.32088,1.3257,1.32483,1.31263,1.31156,1.29987,1.27207,1.26352,1.2979,1.30522,1.30943,1.31309,1.31785,1.3194,1.32183,1.32879,0,0,0,0,0,0,0,0.06527,C,1.308
3602,S2501,L820026616535,11,9,2021-11-09,1.27232,1.26837,1.26734,1.27519,1.27499,1.27194,1.26793,1.2682,1.25599,1.28182,1.29738,1.31025,1.30814,1.31413,1.32132,1.3171,1.31627,1.3171,1.31719,1.31286,1.30586,1.30583,1.28684,0,0,0,0,0,0,0,0.06533,C,1.293
3603,S3302,L820026616535,11,9,2021-11-09,1.25701,1.27185,1.27398,1.27641,1.27488,1.28251,1.28373,1.28157,1.28041,1.31586,1.30534,1.30724,1.29625,1.28134,1.28513,1.30345,1.30511,1.30949,1.31315,1.3173,1.31681,1.31732,1.32237,0,0,0,0,0,0,0,0.06536,C,1.295
3604,S2802,L820026616535,11,9,2021-11-09,1.26309,1.27473,1.27923,1.28265,1.28369,1.28575,1.28443,1.28662,1.28547,1.32188,1.31297,1.31137,1.29675,1.28267,1.27231,1.29667,1.29896,1.30705,1.31259,1.31672,1.31917,1.32211,1.32851,0,0,0,0,0,0,0,0.06542,C,1.297
3605,S5401,L820026616535,11,9,2021-11-09,1.27866,1.27768,1.27715,1.27915,1.2803,1.27572,1.27238,1.27057,1.25742,1.28159,1.29825,1.31285,1.31005,1.31479,1.32287,1.31965,1.31669,1.31944,1.31927,1.31424,1.30867,1.30535,1.28712,0,0,0,0,0,0,0,0.06545,C,1.296
3606,S0502,L820026616535,11,9,2021-11-09,1.25466,1.26765,1.27439,1.27819,1.28014,1.28241,1.2818,1.28293,1.28493,1.31467,1.30799,1.30741,1.2966,1.2809,1.2849,1.2996,1.30672,1.31124,1.3129,1.31685,1.31496,1.31924,1.32021,0,0,0,0,0,0,0,0.06555,C,1.295
3607,S1906,L820026616535,11,9,2021-11-09,1.27214,1.29566,1.30741,1.31045,1.32096,1.32379,1.32649,1.32504,1.32882,1.32897,1.31505,1.31367,1.30243,1.27753,1.26501,1.2989,1.30617,1.31062,1.31534,1.3208,1.32179,1.32581,1.33076,0,0,0,0,0,0,0,0.06575,C,1.311
3608,S2107,L820026616535,11,9,2021-11-09,1.32285,1.32353,1.32058,1.32171,1.32229,1.31711,1.31322,1.3115,1.29255,1.28291,1.30429,1.31543,1.31278,1.31737,1.28117,1.27658,1.27589,1.27859,1.27839,1.27501,1.2739,1.26756,1.25778,0,0,0,0,0,0,0,0.06575,C,1.298
3609,S5304,L820026616535,11,9,2021-11-09,1.2768,1.30435,1.31069,1.31484,1.32268,1.32446,1.32525,1.32637,1.33144,1.3243,1.31306,1.31352,1.30108,1.27817,1.26567,1.29572,1.30571,1.31502,1.3207,1.32209,1.32307,1.31905,1.32378,0,0,0,0,0,0,0,0.06577,C,1.311
3610,S4108,L820026616535,11,9,2021-11-09,1.2849,1.29963,1.30282,1.31091,1.31745,1.32244,1.32332,1.32566,1.33165,1.3257,1.31197,1.30788,1.29732,1.28601,1.26587,1.27045,1.2721,1.27649,1.27432,1.27645,1.28719,1.28668,1.29328,0,0,0,0,0,0,0,0.06578,C,1.298
3611,S5407,L820026616535,11,9,2021-11-09,1.32153,1.31578,1.317,1.31901,1.32157,1.32056,1.31861,1.31806,1.29919,1.29418,1.30657,1.31114,1.30381,1.3123,1.25967,1.25575,1.2578,1.26085,1.2641,1.26326,1.26466,1.26788,1.25735,0,0,0,0,0,0,0,0.06582,C,1.293
3612,S5602,L820026616535,11,9,2021-11-09,1.2551,1.26708,1.27008,1.27507,1.27737,1.28152,1.28041,1.28068,1.28151,1.31547,1.3077,1.31118,1.30034,1.28693,1.28325,1.30128,1.30608,1.31336,1.31608,1.3188,1.31724,1.31843,1.32097,0,0,0,0,0,0,0,0.06587,C,1.295
3613,S0707,L820026616535,11,9,2021-11-09,1.32096,1.31878,1.31639,1.31729,1.31917,1.31405,1.30777,1.30526,1.28797,1.27934,1.29822,1.3095,1.30754,1.31332,1.26829,1.26287,1.26438,1.26995,1.27083,1.2712,1.26792,1.26545,1.255,0,0,0,0,0,0,0,0.06596,C,1.292
3614,S5704,L820026616535,11,9,2021-11-09,1.26732,1.29212,1.30506,1.30985,1.31789,1.32183,1.32267,1.32449,1.32974,1.32543,1.31448,1.3104,1.29615,1.27182,1.26369,1.28447,1.3029,1.30779,1.31747,1.32094,1.32438,1.32186,1.32703,0,0,0,0,0,0,0,0.06605,C,1.308
3615,S1707,L820026616535,11,9,2021-11-09,1.32295,1.31532,1.31789,1.32195,1.32323,1.32094,1.31721,1.31745,1.29385,1.29216,1.30973,1.31374,1.3066,1.31493,1.26534,1.25758,1.25715,1.26686,1.26794,1.26771,1.26976,1.27404,1.26737,0,0,0,0,0,0,0,0.06608,C,1.295
3616,S1204,L820026616535,11,9,2021-11-09,1.27511,1.30024,1.31092,1.3107,1.31797,1.32048,1.32312,1.32646,1.33199,1.32456,1.31462,1.31291,1.2998,1.28382,1.26585,1.28862,1.30391,1.31171,1.31699,1.31855,1.32205,1.31966,1.32264,0,0,0,0,0,0,0,0.06614,C,1.31
3617,S2507,L820026616535,11,9,2021-11-09,1.32235,1.31286,1.31413,1.31752,1.32098,1.32024,1.31656,1.31908,1.29887,1.29366,1.30536,1.31103,1.30406,1.31324,1.26531,1.25682,1.25608,1.2609,1.26211,1.26652,1.26573,1.26722,1.26083,0,0,0,0,0,0,0,0.06627,C,1.293
3618,S2008,L820026616535,11,9,2021-11-09,1.28561,1.30297,1.31018,1.31258,1.31751,1.3196,1.32105,1.32206,1.32328,1.31726,1.30822,1.30774,1.29743,1.28198,1.25696,1.26858,1.26702,1.2682,1.26726,1.27522,1.28207,1.28127,1.28288,0,0,0,0,0,0,0,0.06632,C,1.295
3619,S3001,L820026616535,11,9,2021-11-09,1.27078,1.2679,1.26978,1.27854,1.27784,1.27379,1.26843,1.27121,1.25437,1.27744,1.29531,1.31031,1.30773,1.31095,1.32073,1.31752,1.31646,1.31506,1.31874,1.3088,1.30496,1.30355,1.28328,0,0,0,0,0,0,0,0.06636,C,1.292
3620,S3704,L820026616535,11,9,2021-11-09,1.27562,1.29779,1.30704,1.31333,1.31887,1.32452,1.32733,1.32708,1.33434,1.328,1.31656,1.31153,1.29838,1.28227,1.26785,1.29156,1.30245,1.31053,1.31835,1.32076,1.32798,1.32293,1.33041,0,0,0,0,0,0,0,0.06649,C,1.311
3621,S1701,L820026616535,11,9,2021-11-09,1.27561,1.2764,1.2774,1.2784,1.27767,1.27634,1.27396,1.26669,1.25754,1.27701,1.29959,1.31446,1.31119,1.3173,1.32421,1.31979,1.31851,1.31909,1.31902,1.31272,1.30763,1.30591,1.28738,0,0,0,0,0,0,0,0.06667,C,1.295
3622,S5302,L820026616535,11,9,2021-11-09,1.25383,1.27195,1.27107,1.27317,1.27725,1.27943,1.27779,1.27456,1.27505,1.31101,1.30474,1.30936,1.2983,1.27805,1.2802,1.30296,1.30797,1.3129,1.31521,1.31611,1.31546,1.31597,1.32056,0,0,0,0,0,0,0,0.06673,C,1.293
3623,S1507,L820026616535,11,9,2021-11-09,1.3224,1.32065,1.31885,1.31891,1.31935,1.31067,1.30908,1.30575,1.28839,1.28595,1.29707,1.30873,1.30879,1.31498,1.27729,1.26988,1.27404,1.27311,1.27861,1.27323,1.26963,1.26769,1.25536,0,0,0,0,0,0,0,0.06704,C,1.294
3624,S0702,L820026616535,11,9,2021-11-09,1.25126,1.26474,1.26751,1.27277,1.27542,1.27932,1.27943,1.27917,1.28123,1.31107,1.30349,1.30559,1.29646,1.28001,1.27989,1.29772,1.30274,1.30632,1.31123,1.31286,1.31377,1.31501,1.31842,0,0,0,0,0,0,0,0.06716,C,1.292
3625,S4007,L820026616535,11,9,2021-11-09,1.3238,1.31628,1.31879,1.31989,1.32276,1.32008,1.31934,1.31946,1.29439,1.29219,1.30784,1.31271,1.30667,1.31393,1.26813,1.25656,1.25864,1.26217,1.26214,1.26591,1.2649,1.26734,1.25664,0,0,0,0,0,0,0,0.06724,C,1.294
3626,S2404,L820026616535,11,9,2021-11-09,1.27981,1.29992,1.30973,1.31278,1.32141,1.32555,1.32676,1.32764,1.33366,1.32525,1.315,1.31352,1.29961,1.27333,1.26623,1.29272,1.30492,1.313,1.3196,1.32143,1.32367,1.32038,1.32578,0,0,0,0,0,0,0,0.06743,C,1.311
3627,S0207,L820026616535,11,9,2021-11-09,1.32882,1.32319,1.32285,1.32113,1.32441,1.31773,1.31192,1.30661,1.29386,1.28844,1.30377,1.31427,1.31391,1.32008,1.27583,1.2693,1.27262,1.27627,1.27975,1.27619,1.27338,1.26535,1.26138,0,0,0,0,0,0,0,0.06744,C,1.297
3628,S0608,L820026616535,11,9,2021-11-09,1.28277,1.30557,1.30919,1.3122,1.31791,1.32287,1.32045,1.32034,1.32447,1.31989,1.30855,1.31121,1.30191,1.2808,1.25699,1.2715,1.27557,1.27804,1.26817,1.27936,1.2822,1.28401,1.2819,0,0,0,0,0,0,0,0.06748,C,1.296
3629,S2907,L820026616535,11,9,2021-11-09,1.31904,1.31274,1.31454,1.31601,1.32123,1.31957,1.31892,1.31659,1.3059,1.29847,1.30928,1.31354,1.30531,1.31034,1.26709,1.25363,1.25545,1.27092,1.27679,1.2756,1.2777,1.27358,1.27083,0,0,0,0,0,0,0,0.0676,C,1.296
3630,S2002,L820026616535,11,9,2021-11-09,1.25491,1.2737,1.27661,1.27986,1.28074,1.2859,1.28455,1.28941,1.28912,1.31635,1.30749,1.3103,1.29873,1.28375,1.28303,1.29881,1.30523,1.31028,1.31501,1.31775,1.31806,1.319,1.32256,0,0,0,0,0,0,0,0.06765,C,1.297
3631,S0904,L820026616535,11,9,2021-11-09,1.28697,1.29963,1.31139,1.3138,1.3224,1.32684,1.32658,1.32562,1.33402,1.32766,1.31557,1.3168,1.30283,1.28309,1.2662,1.29584,1.30734,1.31213,1.32074,1.32262,1.32601,1.32047,1.32695,0,0,0,0,0,0,0,0.06782,C,1.313
3632,S1602,L820026616535,11,9,2021-11-09,1.25282,1.27164,1.27249,1.27574,1.27779,1.2761,1.27617,1.27431,1.27581,1.3158,1.30916,1.31036,1.29903,1.28186,1.27958,1.30517,1.30649,1.31086,1.31512,1.31669,1.31649,1.31541,1.32099,0,0,0,0,0,0,0,0.06817,C,1.294
3633,S5607,L820026616535,11,9,2021-11-09,1.32466,1.31746,1.31825,1.31886,1.32321,1.32124,1.32281,1.31868,1.30465,1.29747,1.30919,1.31303,1.30576,1.31464,1.27012,1.25647,1.26302,1.26973,1.27094,1.27323,1.27549,1.27571,1.27198,0,0,0,0,0,0,0,0.06819,C,1.297
3634,S3808,L820026616535,11,9,2021-11-09,1.28626,1.3058,1.30617,1.31212,1.31903,1.31931,1.31888,1.31799,1.32212,1.31759,1.30726,1.30909,1.30048,1.28897,1.25375,1.26589,1.26856,1.26721,1.26671,1.27041,1.27392,1.2756,1.27789,0,0,0,0,0,0,0,0.06837,C,1.294
3635,S3007,L820026616535,11,9,2021-11-09,1.32036,1.32061,1.31616,1.31906,1.32051,1.31086,1.307,1.30523,1.28551,1.27872,1.29689,1.31047,1.30827,1.31185,1.27257,1.26585,1.26406,1.27053,1.27233,1.27185,1.26838,1.26996,1.25208,0,0,0,0,0,0,0,0.06853,C,1.292
3636,S0508,L820026616535,11,9,2021-11-09,1.28274,1.30489,1.30762,1.31232,1.31703,1.31965,1.319,1.32085,1.32471,1.31491,1.3083,1.3108,1.29847,1.28212,1.25611,1.27208,1.27363,1.27716,1.2734,1.27839,1.28496,1.28564,1.2858,0,0,0,0,0,0,0,0.0686,C,1.296
3637,S5508,L820026616535,11,9,2021-11-09,1.29018,1.30185,1.30848,1.31677,1.32097,1.32653,1.32566,1.33006,1.33381,1.32882,1.31656,1.31047,1.30065,1.28868,1.26517,1.27597,1.27398,1.27703,1.27575,1.28782,1.29039,1.29054,1.29478,0,0,0,0,0,0,0,0.06864,C,1.301
3638,S0908,L820026616535,11,9,2021-11-09,1.2877,1.30197,1.30993,1.31167,1.32242,1.32736,1.32661,1.32965,1.33576,1.32608,1.31366,1.31251,1.30302,1.29075,1.26706,1.2752,1.28362,1.28016,1.27688,1.2912,1.29138,1.28936,1.29806,0,0,0,0,0,0,0,0.0687,C,1.302
3639,S3702,L820026616535,11,9,2021-11-09,1.25295,1.26616,1.27198,1.27427,1.27702,1.27843,1.28157,1.27866,1.28288,1.31506,1.30619,1.30819,1.29428,1.28487,1.27978,1.29797,1.30123,1.30767,1.31323,1.31685,1.31742,1.31657,1.32176,0,0,0,0,0,0,0,0.06881,C,1.293
3640,S1901,L820026616535,11,9,2021-11-09,1.27076,1.26901,1.27458,1.27708,1.2758,1.27387,1.2708,1.2689,1.25421,1.27977,1.295,1.31001,1.30914,1.31539,1.32316,1.31788,1.31736,1.31467,1.31487,1.31026,1.30398,1.3037,1.28508,0,0,0,0,0,0,0,0.06895,C,1.293
