Count,Strip,Lot ID,MONTH,DAY,Date(측정 일자 및 시간),1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,Variation,Group,Average
6053,S3805,L820026616396,11,12,2021-11-12,1.33178,1.32045,1.32219,1.321,1.32351,1.31917,1.31511,1.31469,1.30404,1.28682,1.30813,1.31813,1.31748,1.32528,1.32751,1.32133,1.31887,1.31674,1.31606,1.31662,1.31294,1.31474,1.29898,0,0,0,0,0,0,0,0.04496,B,1.316
6054,S5004,L820026616396,11,12,2021-11-12,1.28653,1.31334,1.31099,1.31348,1.31787,1.31941,1.32005,1.32212,1.32536,1.31846,1.31131,1.31315,1.30612,1.28945,1.28038,1.30347,1.31147,1.31537,1.32138,1.31851,1.32102,1.31667,1.31917,0,0,0,0,0,0,0,0.04498,B,1.312
6055,S1601,L820026616396,11,12,2021-11-12,1.29136,1.28502,1.29376,1.29649,1.29974,1.29428,1.28863,1.28225,1.27976,1.29371,1.30563,1.31402,1.312,1.31839,1.32473,1.3215,1.31937,1.31925,1.32053,1.31484,1.30965,1.30868,1.30064,0,0,0,0,0,0,0,0.04497,B,1.304
6056,S4906,L820026616396,11,12,2021-11-12,1.27612,1.30278,1.30889,1.31332,1.31767,1.31731,1.32091,1.31602,1.32068,1.31833,1.30986,1.30903,1.30019,1.2793,1.27886,1.3057,1.3082,1.3098,1.31614,1.31507,1.31665,1.31933,1.3212,0,0,0,0,0,0,0,0.04508,B,1.309
6057,S0103,L820026616396,11,12,2021-11-12,1.32664,1.32305,1.32344,1.32207,1.32167,1.31757,1.31636,1.31316,1.29393,1.28154,1.30665,1.31747,1.31528,1.32139,1.32504,1.31922,1.32441,1.3236,1.32283,1.31786,1.3169,1.30725,1.29004,0,0,0,0,0,0,0,0.0451,B,1.315
6058,S3306,L820026616396,11,12,2021-11-12,1.28166,1.30943,1.31323,1.31731,1.32236,1.32351,1.32146,1.32056,1.32242,1.32139,1.31291,1.31324,1.30507,1.28199,1.2791,1.31174,1.31369,1.31423,1.31893,1.32284,1.32103,1.32188,1.32424,0,0,0,0,0,0,0,0.04514,B,1.313
6059,S3101,L820026616396,11,12,2021-11-12,1.28883,1.28231,1.28855,1.29711,1.29363,1.28861,1.28727,1.2831,1.28073,1.29372,1.3034,1.31389,1.31248,1.31705,1.3259,1.32374,1.3189,1.31878,1.32109,1.3141,1.31135,1.30624,1.29822,0,0,0,0,0,0,0,0.04517,B,1.303
6060,S2703,L820026616396,11,12,2021-11-12,1.32766,1.32817,1.32754,1.32734,1.32758,1.32273,1.32104,1.3159,1.3009,1.28374,1.31105,1.3204,1.31969,1.32329,1.32708,1.31859,1.32446,1.32893,1.32867,1.32451,1.32056,1.30948,1.29754,0,0,0,0,0,0,0,0.04519,B,1.319
6061,S3703,L820026616396,11,12,2021-11-12,1.33189,1.32587,1.3233,1.32418,1.32124,1.31596,1.31634,1.31636,1.30834,1.28668,1.31016,1.31845,1.31624,1.32381,1.32425,1.31823,1.32185,1.32126,1.31962,1.3173,1.31884,1.30919,1.30097,0,0,0,0,0,0,0,0.04521,B,1.317
6062,S4303,L820026616396,11,12,2021-11-12,1.32137,1.32423,1.3226,1.32213,1.32284,1.31607,1.31508,1.31076,1.29163,1.27985,1.30687,1.3146,1.3163,1.31755,1.32174,1.32129,1.32237,1.32359,1.32518,1.31697,1.31439,1.30921,1.28798,0,0,0,0,0,0,0,0.04533,B,1.314
6063,S1004,L820026616396,11,12,2021-11-12,1.28394,1.30977,1.31427,1.31518,1.31916,1.32323,1.32223,1.32242,1.3257,1.31933,1.31135,1.31298,1.30602,1.28625,1.28031,1.30527,1.31221,1.31896,1.31926,1.32039,1.322,1.31533,1.3164,0,0,0,0,0,0,0,0.04539,B,1.312
6064,S5605,L820026616396,11,12,2021-11-12,1.32573,1.31587,1.32095,1.32244,1.32218,1.32077,1.31865,1.31565,1.30161,1.28025,1.30908,1.31339,1.3131,1.3213,1.32271,1.31649,1.31538,1.31474,1.31595,1.31425,1.31538,1.31297,1.29622,0,0,0,0,0,0,0,0.04548,B,1.314
6065,S5903,L820026616396,11,12,2021-11-12,1.32393,1.32424,1.32086,1.32539,1.32145,1.31569,1.31562,1.3106,1.29619,1.27974,1.3034,1.31489,1.31307,1.31893,1.32241,1.3202,1.32118,1.32179,1.32149,1.31817,1.31562,1.30714,1.29455,0,0,0,0,0,0,0,0.04565,B,1.314
6066,S5005,L820026616396,11,12,2021-11-12,1.3242,1.31657,1.32131,1.32096,1.32335,1.3163,1.31301,1.3066,1.29755,1.28054,1.30616,1.31387,1.31638,1.32046,1.3262,1.32113,1.32237,1.31659,1.3204,1.31582,1.31409,1.31353,1.29665,0,0,0,0,0,0,0,0.04566,B,1.314
6067,S4205,L820026616396,11,12,2021-11-12,1.32094,1.32018,1.32273,1.32404,1.32309,1.31996,1.31456,1.30959,1.29373,1.28173,1.30826,1.31419,1.31422,1.31959,1.32744,1.324,1.3211,1.32304,1.31999,1.3156,1.31587,1.31066,1.29414,0,0,0,0,0,0,0,0.04571,B,1.315
6068,S3003,L820026616396,11,12,2021-11-12,1.32765,1.32278,1.32227,1.31751,1.32005,1.31715,1.31619,1.31651,1.30294,1.28194,1.30701,1.31485,1.31416,1.32087,1.31964,1.3178,1.31796,1.31611,1.31935,1.3132,1.3142,1.30827,1.2955,0,0,0,0,0,0,0,0.04571,B,1.314
6069,S5403,L820026616396,11,12,2021-11-12,1.32359,1.32664,1.32338,1.32475,1.32231,1.31724,1.31469,1.31306,1.30002,1.28087,1.30747,1.31655,1.31574,1.31867,1.32288,1.32005,1.32086,1.32341,1.32382,1.31617,1.31404,1.30722,1.29772,0,0,0,0,0,0,0,0.04577,B,1.315
6070,S0303,L820026616396,11,12,2021-11-12,1.33387,1.3229,1.32276,1.32115,1.32154,1.31812,1.31729,1.31777,1.30223,1.28808,1.30927,1.31475,1.31609,1.32672,1.32459,1.31721,1.32039,1.31792,1.32049,1.31858,1.31655,1.31195,1.29877,0,0,0,0,0,0,0,0.04579,B,1.316
6071,S2405,L820026616396,11,12,2021-11-12,1.32002,1.31702,1.32142,1.32273,1.32211,1.31744,1.31478,1.3073,1.29388,1.27741,1.30744,1.31514,1.31157,1.31795,1.32322,1.32057,1.31576,1.3196,1.31672,1.31417,1.31165,1.31022,1.28875,0,0,0,0,0,0,0,0.04581,B,1.312
6072,S2506,L820026616396,11,12,2021-11-12,1.29218,1.30285,1.31208,1.3138,1.32255,1.3222,1.32463,1.31962,1.32074,1.31976,1.31446,1.31566,1.30457,1.28823,1.27876,1.30326,1.308,1.31184,1.3155,1.31701,1.31975,1.3208,1.32313,0,0,0,0,0,0,0,0.04587,B,1.312
6073,S5304,L820026616396,11,12,2021-11-12,1.28319,1.30811,1.31277,1.31287,1.31961,1.32172,1.32335,1.32428,1.32309,1.31822,1.31282,1.3125,1.30066,1.28905,1.27841,1.2963,1.30579,1.30949,1.31701,1.31907,1.3209,1.31791,1.31982,0,0,0,0,0,0,0,0.04587,B,1.311
6074,S0903,L820026616396,11,12,2021-11-12,1.33173,1.32566,1.32324,1.32271,1.32,1.31787,1.31477,1.31537,1.30344,1.28585,1.30628,1.31737,1.31744,1.32504,1.32125,1.31754,1.32103,1.31944,1.31974,1.31453,1.31641,1.30619,1.2976,0,0,0,0,0,0,0,0.04588,B,1.316
6075,S5603,L820026616396,11,12,2021-11-12,1.32723,1.32152,1.32049,1.3185,1.3186,1.3172,1.31425,1.31401,1.30058,1.28126,1.30933,1.31643,1.31497,1.32064,1.32001,1.31472,1.31609,1.31715,1.31998,1.31694,1.31484,1.31447,1.29072,0,0,0,0,0,0,0,0.04597,B,1.314
6076,S2504,L820026616396,11,12,2021-11-12,1.28313,1.3092,1.31337,1.31068,1.31882,1.3205,1.32192,1.32336,1.32621,1.31801,1.31185,1.31483,1.30647,1.28733,1.2802,1.30329,1.31193,1.31211,1.32027,1.32009,1.32353,1.3173,1.31907,0,0,0,0,0,0,0,0.04601,B,1.312
6077,S0301,L820026616396,11,12,2021-11-12,1.29489,1.28076,1.28477,1.29364,1.28395,1.29497,1.28801,1.28211,1.28076,1.29422,1.30309,1.31139,1.31175,1.32522,1.32685,1.3191,1.31882,1.31673,1.31769,1.31325,1.3095,1.30944,1.30136,0,0,0,0,0,0,0,0.04609,B,1.303
6078,S0502,L820026616396,11,12,2021-11-12,1.28082,1.28612,1.29181,1.30033,1.30167,1.30367,1.30586,1.30289,1.29645,1.32097,1.31648,1.31433,1.30748,1.29225,1.28855,1.30321,1.30887,1.3098,1.31879,1.32002,1.31906,1.32186,1.3269,0,0,0,0,0,0,0,0.04608,B,1.306
6079,S4203,L820026616396,11,12,2021-11-12,1.32939,1.32093,1.32072,1.32167,1.32071,1.31898,1.31629,1.31397,1.29938,1.28318,1.3091,1.31403,1.31476,1.3214,1.32204,1.31488,1.3185,1.31942,1.31855,1.31467,1.31737,1.31279,1.29444,0,0,0,0,0,0,0,0.04621,B,1.315
6080,S3204,L820026616396,11,12,2021-11-12,1.28002,1.31413,1.31313,1.31527,1.31888,1.32298,1.32217,1.31946,1.32626,1.32134,1.31188,1.31215,1.30648,1.28659,1.28298,1.30834,1.31335,1.31807,1.3207,1.32089,1.32409,1.31904,1.32042,0,0,0,0,0,0,0,0.04624,B,1.313
6081,S3403,L820026616396,11,12,2021-11-12,1.32318,1.31997,1.32157,1.3185,1.3236,1.31566,1.31403,1.31268,1.29845,1.2796,1.30767,1.31637,1.31435,1.31627,1.32176,1.31746,1.32392,1.324,1.32584,1.31752,1.31362,1.30772,1.29605,0,0,0,0,0,0,0,0.04624,B,1.314
6082,S4501,L820026616396,11,12,2021-11-12,1.29173,1.27542,1.28192,1.28966,1.28818,1.28484,1.28126,1.28026,1.27657,1.29648,1.30411,1.31198,1.3098,1.31831,1.32177,1.31553,1.31578,1.31244,1.31712,1.31419,1.31149,1.3105,1.30064,0,0,0,0,0,0,0,0.04635,B,1.3
6083,S0304,L820026616396,11,12,2021-11-12,1.28785,1.30567,1.31227,1.31385,1.31826,1.3233,1.32172,1.32398,1.32585,1.31955,1.31279,1.3136,1.30057,1.28518,1.27939,1.29753,1.308,1.31361,1.31851,1.32324,1.32111,1.32015,1.32195,0,0,0,0,0,0,0,0.04646,B,1.312
6084,S4703,L820026616396,11,12,2021-11-12,1.32604,1.32649,1.32389,1.32405,1.32623,1.31892,1.31742,1.31561,1.2954,1.28004,1.30817,1.31669,1.31564,1.32031,1.32379,1.31989,1.32328,1.32484,1.32572,1.32126,1.31557,1.30905,1.29117,0,0,0,0,0,0,0,0.04645,B,1.316
6085,S0904,L820026616396,11,12,2021-11-12,1.28814,1.31,1.31402,1.31528,1.32198,1.32567,1.32444,1.3232,1.32576,1.31938,1.31418,1.31483,1.30299,1.28793,1.27929,1.30054,1.30869,1.31423,1.32296,1.32439,1.32303,1.31885,1.32069,0,0,0,0,0,0,0,0.04647,B,1.313
6086,S5104,L820026616396,11,12,2021-11-12,1.28008,1.30679,1.31011,1.31325,1.3166,1.32037,1.32116,1.32232,1.32619,1.31933,1.31102,1.31194,1.30496,1.27962,1.27967,1.29961,1.31002,1.31478,1.31789,1.321,1.32237,1.31882,1.31756,0,0,0,0,0,0,0,0.04657,B,1.311
6087,S5806,L820026616396,11,12,2021-11-12,1.27884,1.30294,1.30606,1.31092,1.31463,1.31558,1.31974,1.31377,1.31726,1.31648,1.30726,1.30682,1.29884,1.27764,1.27315,1.30307,1.30758,1.30868,1.31116,1.31258,1.31607,1.31828,1.3196,0,0,0,0,0,0,0,0.04659,B,1.307
6088,S4607,L820026616396,11,12,2021-11-12,1.32085,1.32471,1.32211,1.32013,1.31901,1.31479,1.30972,1.30552,1.30031,1.29567,1.30283,1.31139,1.3104,1.31578,1.28828,1.27889,1.28589,1.29321,1.29404,1.28851,1.28957,1.27811,1.2822,0,0,0,0,0,0,0,0.0466,B,1.302
6089,S2205,L820026616396,11,12,2021-11-12,1.3198,1.31472,1.31842,1.31733,1.31871,1.31348,1.3094,1.30378,1.29125,1.27571,1.30223,1.30954,1.30968,1.31776,1.32233,1.31911,1.3166,1.31478,1.31419,1.31207,1.30943,1.3081,1.29065,0,0,0,0,0,0,0,0.04662,B,1.31
6090,S0807,L820026616396,11,12,2021-11-12,1.32845,1.32185,1.31978,1.32005,1.32053,1.31855,1.31673,1.31284,1.30702,1.30694,1.30549,1.31443,1.31057,1.32249,1.29816,1.28178,1.28897,1.29246,1.29706,1.29563,1.29467,1.28889,1.29564,0,0,0,0,0,0,0,0.04667,B,1.307
6091,S3503,L820026616396,11,12,2021-11-12,1.32885,1.3207,1.32344,1.31843,1.32172,1.31742,1.31442,1.31359,1.29565,1.282,1.30607,1.31385,1.31513,1.31905,1.31959,1.3123,1.31702,1.31583,1.31749,1.31401,1.31593,1.30555,1.29528,0,0,0,0,0,0,0,0.04685,B,1.313
6092,S5401,L820026616396,11,12,2021-11-12,1.28011,1.28156,1.28368,1.29087,1.29043,1.2927,1.29125,1.2841,1.27824,1.29383,1.30125,1.31219,1.31085,1.31607,1.32466,1.3251,1.32152,1.31996,1.32159,1.31446,1.31171,1.30971,1.30019,0,0,0,0,0,0,0,0.04686,B,1.302
6093,S3103,L820026616396,11,12,2021-11-12,1.33256,1.32397,1.32165,1.32022,1.32043,1.31449,1.31775,1.3145,1.30233,1.28569,1.30674,1.31456,1.31657,1.32705,1.32481,1.31495,1.32251,1.32001,1.32283,1.31701,1.31565,1.30982,1.29561,0,0,0,0,0,0,0,0.04687,B,1.316
6094,S1603,L820026616396,11,12,2021-11-12,1.32538,1.32327,1.3233,1.32048,1.32142,1.31597,1.31697,1.31282,1.30133,1.2791,1.30799,1.31614,1.31452,1.32087,1.32418,1.31677,1.32607,1.32253,1.32415,1.31954,1.31431,1.30761,1.29362,0,0,0,0,0,0,0,0.04697,B,1.315
6095,S5206,L820026616396,11,12,2021-11-12,1.28558,1.30404,1.31301,1.31806,1.32608,1.32702,1.32604,1.32496,1.32618,1.32018,1.3161,1.31386,1.30371,1.28961,1.28054,1.30638,1.31147,1.31476,1.31962,1.32212,1.32145,1.32049,1.32759,0,0,0,0,0,0,0,0.04705,B,1.314
6096,S1505,L820026616396,11,12,2021-11-12,1.32124,1.32003,1.32523,1.32289,1.32633,1.32151,1.31568,1.30849,1.29853,1.2797,1.31121,1.31577,1.31639,1.32086,1.32675,1.32613,1.32631,1.3265,1.32361,1.32028,1.31663,1.31517,1.29166,0,0,0,0,0,0,0,0.04705,B,1.316
6097,S3508,L820026616396,11,12,2021-11-12,1.2946,1.30757,1.31057,1.31225,1.31714,1.32007,1.31996,1.32162,1.32526,1.3215,1.30794,1.30922,1.30124,1.29674,1.2782,1.28612,1.28561,1.28588,1.28392,1.28879,1.29237,1.29164,1.2974,0,0,0,0,0,0,0,0.04706,B,1.302
6098,S1506,L820026616396,11,12,2021-11-12,1.28273,1.30268,1.3145,1.31598,1.32064,1.32153,1.32494,1.32054,1.32565,1.32408,1.31564,1.31376,1.30672,1.28976,1.28795,1.30705,1.31683,1.31542,1.32015,1.32216,1.32567,1.32482,1.32979,0,0,0,0,0,0,0,0.04706,B,1.314
6099,S5501,L820026616396,11,12,2021-11-12,1.28861,1.27526,1.28,1.28129,1.28502,1.28831,1.28263,1.27747,1.27456,1.30131,1.30384,1.30998,1.30651,1.31933,1.32172,1.31742,1.31528,1.31306,1.3138,1.30842,1.30849,1.30674,1.3033,0,0,0,0,0,0,0,0.04716,B,1.299
6100,S3206,L820026616396,11,12,2021-11-12,1.28788,1.30535,1.31331,1.31833,1.32392,1.32631,1.3298,1.32572,1.3285,1.32536,1.3148,1.31747,1.3033,1.29117,1.28257,1.31134,1.31249,1.31429,1.3177,1.32254,1.32339,1.32233,1.32911,0,0,0,0,0,0,0,0.04723,B,1.315
6101,S1602,L820026616396,11,12,2021-11-12,1.27361,1.28354,1.28523,1.28799,1.29053,1.29528,1.29425,1.29337,1.29272,1.31474,1.3071,1.31017,1.30115,1.28969,1.28757,1.30712,1.3089,1.31211,1.31596,1.31909,1.31546,1.31781,1.32095,0,0,0,0,0,0,0,0.04734,B,1.301
6102,S2503,L820026616396,11,12,2021-11-12,1.3308,1.32497,1.31993,1.32143,1.32024,1.31775,1.31725,1.31553,1.30684,1.28347,1.30844,1.31521,1.31529,1.32445,1.32099,1.31712,1.31758,1.31931,1.3179,1.31599,1.31698,1.30832,1.2975,0,0,0,0,0,0,0,0.04733,B,1.315
6103,S2604,L820026616396,11,12,2021-11-12,1.28343,1.30626,1.31241,1.31543,1.32096,1.32405,1.32421,1.32484,1.32487,1.3215,1.3147,1.31464,1.30365,1.28575,1.27784,1.30079,1.31075,1.31616,1.31978,1.32337,1.32523,1.32055,1.3251,0,0,0,0,0,0,0,0.04739,B,1.313
6104,S2801,L820026616396,11,12,2021-11-12,1.29162,1.2771,1.28459,1.29616,1.2939,1.2924,1.28617,1.28245,1.27503,1.29361,1.30356,1.31059,1.31001,1.32112,1.32248,1.3216,1.31844,1.31524,1.31569,1.31346,1.30947,1.30827,1.29851,0,0,0,0,0,0,0,0.04745,B,1.302
6105,S2401,L820026616396,11,12,2021-11-12,1.28063,1.27242,1.27062,1.28123,1.28045,1.27943,1.28019,1.2769,1.27608,1.29898,1.30729,1.31176,1.30531,1.31469,1.31809,1.31358,1.31131,1.31431,1.31413,1.31025,1.31212,1.30891,1.30141,0,0,0,0,0,0,0,0.04747,B,1.297
6106,S2004,L820026616396,11,12,2021-11-12,1.2858,1.3028,1.31086,1.31226,1.32016,1.32332,1.32359,1.3211,1.32776,1.32147,1.31377,1.31416,1.30126,1.28894,1.28022,1.29727,1.30659,1.31396,1.31887,1.3207,1.32467,1.31923,1.3234,0,0,0,0,0,0,0,0.04754,B,1.312
6107,S4901,L820026616396,11,12,2021-11-12,1.28373,1.27582,1.27205,1.28635,1.29025,1.28722,1.29199,1.29193,1.28233,1.3008,1.30479,1.31076,1.30426,1.3134,1.31958,1.31227,1.31269,1.31006,1.31472,1.31068,1.31296,1.31353,1.30245,0,0,0,0,0,0,0,0.04753,B,1.3
6108,S1203,L820026616396,11,12,2021-11-12,1.32182,1.3224,1.32202,1.32192,1.32479,1.31524,1.31307,1.31306,1.29244,1.27721,1.30725,1.31565,1.31221,1.31673,1.32113,1.31792,1.31958,1.32159,1.32336,1.31513,1.31347,1.30906,1.28429,0,0,0,0,0,0,0,0.04758,B,1.313
6109,S4106,L820026616396,11,12,2021-11-12,1.28211,1.30229,1.31237,1.31693,1.32187,1.32482,1.32719,1.32311,1.32456,1.32162,1.31381,1.3137,1.30279,1.28494,1.27998,1.30307,1.31116,1.31434,1.31672,1.31931,1.31919,1.32079,1.32761,0,0,0,0,0,0,0,0.04763,B,1.312
6110,S1703,L820026616396,11,12,2021-11-12,1.32853,1.32714,1.32855,1.3263,1.32606,1.32155,1.32007,1.31687,1.29423,1.28089,1.31059,1.32029,1.31815,1.32134,1.32579,1.32338,1.32596,1.32853,1.3263,1.32204,1.32083,1.31339,1.29239,0,0,0,0,0,0,0,0.04766,B,1.318
6111,S2104,L820026616396,11,12,2021-11-12,1.28295,1.30585,1.31125,1.31137,1.31818,1.31914,1.32019,1.32013,1.32497,1.31869,1.31317,1.31543,1.30616,1.28482,1.27727,1.30395,1.31404,1.31514,1.32154,1.32107,1.32366,1.3194,1.31815,0,0,0,0,0,0,0,0.0477,B,1.312
6112,S4403,L820026616396,11,12,2021-11-12,1.32058,1.32264,1.32088,1.32061,1.32429,1.31522,1.31266,1.31488,1.29412,1.27628,1.30785,1.31569,1.3144,1.3149,1.32153,1.31812,1.32165,1.32323,1.323,1.31834,1.31535,1.30908,1.29213,0,0,0,0,0,0,0,0.04801,B,1.314
6113,S0206,L820026616396,11,12,2021-11-12,1.29185,1.30366,1.31101,1.31575,1.32117,1.32504,1.32659,1.32214,1.32725,1.3225,1.31454,1.31408,1.30172,1.28658,1.27917,1.30196,1.30796,1.31482,1.31541,1.31785,1.3197,1.3221,1.32502,0,0,0,0,0,0,0,0.04808,B,1.313
6114,S5006,L820026616396,11,12,2021-11-12,1.2862,1.30257,1.31337,1.31729,1.32416,1.32447,1.32665,1.32465,1.32514,1.32373,1.31634,1.31583,1.30486,1.2862,1.27854,1.30509,1.31116,1.31213,1.31942,1.32023,1.32157,1.32362,1.32651,0,0,0,0,0,0,0,0.04811,B,1.313
6115,S5803,L820026616396,11,12,2021-11-12,1.3207,1.32006,1.31808,1.32138,1.32071,1.31609,1.31001,1.31217,1.2906,1.27312,1.30413,1.31118,1.3131,1.31321,1.31877,1.31568,1.31771,1.32044,1.31699,1.31619,1.31026,1.30561,1.28248,0,0,0,0,0,0,0,0.04826,B,1.311
6116,S1408,L820026616396,11,12,2021-11-12,1.29842,1.3093,1.31337,1.31647,1.31756,1.32301,1.31899,1.32021,1.32116,1.31595,1.3102,1.31243,1.30704,1.30077,1.27473,1.27942,1.28632,1.28362,1.27539,1.28701,1.29383,1.29201,1.29198,0,0,0,0,0,0,0,0.04828,B,1.302
6117,S2201,L820026616396,11,12,2021-11-12,1.29311,1.27343,1.27881,1.28618,1.28507,1.28235,1.28035,1.27923,1.27241,1.29817,1.29993,1.30927,1.30614,1.31808,1.32076,1.31355,1.31134,1.31165,1.31269,1.30742,1.30644,1.3063,1.29725,0,0,0,0,0,0,0,0.04835,B,1.298
6118,S3406,L820026616396,11,12,2021-11-12,1.28529,1.29689,1.30931,1.31214,1.3193,1.32192,1.3249,1.32232,1.32344,1.32298,1.31305,1.31256,1.29982,1.28725,1.27707,1.30299,1.30982,1.31321,1.31523,1.31751,1.31966,1.31997,1.32548,0,0,0,0,0,0,0,0.04841,B,1.311
6119,S1503,L820026616396,11,12,2021-11-12,1.32586,1.32613,1.32617,1.32326,1.32516,1.32167,1.31714,1.3169,1.29438,1.27853,1.31024,1.31719,1.31638,1.31943,1.32304,1.32002,1.32457,1.3252,1.32697,1.32019,1.31505,1.30766,1.29129,0,0,0,0,0,0,0,0.04844,B,1.316
6120,S3704,L820026616396,11,12,2021-11-12,1.28792,1.30956,1.31278,1.31596,1.32234,1.32523,1.32552,1.32578,1.32541,1.32018,1.31471,1.31628,1.30504,1.28687,1.27727,1.30089,1.30982,1.3171,1.32208,1.32221,1.32441,1.32042,1.32265,0,0,0,0,0,0,0,0.04851,B,1.313
6121,S5901,L820026616396,11,12,2021-11-12,1.28832,1.27607,1.27682,1.28405,1.27956,1.28217,1.28277,1.27998,1.2745,1.29879,1.3047,1.3116,1.30903,1.3215,1.32303,1.31807,1.31538,1.31693,1.31704,1.31132,1.31111,1.3115,1.29819,0,0,0,0,0,0,0,0.04853,B,1.3
6122,S3402,L820026616396,11,12,2021-11-12,1.27283,1.28543,1.29242,1.29721,1.30209,1.30075,1.30552,1.30112,1.29721,1.31569,1.30774,1.31051,1.30354,1.28922,1.28995,1.305,1.30623,1.31174,1.31536,1.31521,1.31868,1.31887,1.32141,0,0,0,0,0,0,0,0.04858,B,1.304
6123,S1103,L820026616396,11,12,2021-11-12,1.33116,1.32351,1.3214,1.32015,1.32426,1.31733,1.31647,1.31807,1.29734,1.28256,1.30964,1.31806,1.31763,1.32408,1.32134,1.3153,1.31719,1.31928,1.32212,1.31698,1.31434,1.31244,1.296,0,0,0,0,0,0,0,0.0486,B,1.316
6124,S2601,L820026616396,11,12,2021-11-12,1.27998,1.27391,1.2736,1.27932,1.28008,1.27702,1.27774,1.27729,1.27328,1.29656,1.30374,1.3118,1.31036,1.32142,1.3219,1.3182,1.31627,1.31452,1.31558,1.3116,1.30847,1.31036,1.3009,0,0,0,0,0,0,0,0.04862,B,1.298
6125,S1903,L820026616396,11,12,2021-11-12,1.31795,1.31837,1.31824,1.31734,1.31862,1.31579,1.31017,1.30965,1.29003,1.27256,1.30595,1.31176,1.31256,1.31224,1.31717,1.317,1.31861,1.32118,1.32076,1.3153,1.31355,1.30556,1.28902,0,0,0,0,0,0,0,0.04862,B,1.311
6126,S3604,L820026616396,11,12,2021-11-12,1.29191,1.30584,1.3141,1.31537,1.31992,1.32705,1.32517,1.32618,1.32998,1.32095,1.31556,1.31627,1.30466,1.29228,1.28129,1.29818,1.30982,1.31318,1.32004,1.32251,1.32506,1.3206,1.32188,0,0,0,0,0,0,0,0.04869,B,1.314
6127,S4104,L820026616396,11,12,2021-11-12,1.28589,1.31198,1.31381,1.31232,1.31578,1.31969,1.3217,1.32149,1.32883,1.3222,1.31166,1.31126,1.30501,1.28394,1.28,1.30761,1.31454,1.31429,1.31984,1.32117,1.32364,1.31796,1.32083,0,0,0,0,0,0,0,0.04883,B,1.312
6128,S1904,L820026616396,11,12,2021-11-12,1.27881,1.30352,1.30779,1.31428,1.31775,1.32139,1.31825,1.31845,1.32276,1.31629,1.31032,1.31225,1.30254,1.28119,1.27392,1.29789,1.30705,1.31229,1.31794,1.31964,1.31899,1.31534,1.31708,0,0,0,0,0,0,0,0.04884,B,1.309
6129,S1105,L820026616396,11,12,2021-11-12,1.32267,1.32078,1.32391,1.32223,1.32711,1.31881,1.31489,1.30917,1.29601,1.27823,1.3073,1.3154,1.3144,1.319,1.32647,1.32426,1.32075,1.31997,1.32091,1.31443,1.31668,1.31181,1.28857,0,0,0,0,0,0,0,0.04888,B,1.315
6130,S0104,L820026616396,11,12,2021-11-12,1.28042,1.31145,1.3118,1.31559,1.31817,1.32042,1.32252,1.3213,1.32784,1.32248,1.31227,1.31352,1.30588,1.2835,1.27894,1.30704,1.31225,1.31642,1.32152,1.32257,1.32395,1.31745,1.32265,0,0,0,0,0,0,0,0.0489,B,1.313
6131,S2904,L820026616396,11,12,2021-11-12,1.28187,1.30571,1.31257,1.31137,1.31609,1.31989,1.31925,1.32085,1.32597,1.31883,1.3118,1.30985,1.30225,1.28341,1.27705,1.30372,1.30948,1.31502,1.32007,1.32132,1.32006,1.31778,1.3203,0,0,0,0,0,0,0,0.04892,B,1.311
6132,S3507,L820026616396,11,12,2021-11-12,1.32227,1.32294,1.32159,1.31974,1.32211,1.31782,1.3127,1.31047,1.29662,1.29043,1.30389,1.31301,1.3111,1.3167,1.29327,1.28601,1.29221,1.29316,1.29881,1.29201,1.29033,1.28251,1.27402,0,0,0,0,0,0,0,0.04892,B,1.304
6133,S3201,L820026616396,11,12,2021-11-12,1.2801,1.28342,1.28364,1.28853,1.28403,1.28804,1.28792,1.28011,1.27358,1.2895,1.30181,1.31364,1.31083,1.31474,1.3222,1.32252,1.32041,1.32066,1.32226,1.31763,1.30975,1.30923,1.29888,0,0,0,0,0,0,0,0.04894,B,1.301
6134,S2707,L820026616396,11,12,2021-11-12,1.32881,1.32842,1.32645,1.32611,1.32807,1.32165,1.31605,1.31368,1.30126,1.29706,1.30949,1.31836,1.31644,1.32383,1.29551,1.29159,1.29236,1.29654,1.29674,1.29532,1.29114,1.28301,1.27987,0,0,0,0,0,0,0,0.04894,B,1.308
6135,S3607,L820026616396,11,12,2021-11-12,1.33264,1.32712,1.32096,1.32111,1.32492,1.31937,1.32046,1.31592,1.30836,1.30464,1.30858,1.31612,1.3104,1.32383,1.29328,1.28657,1.28365,1.28916,1.2878,1.29158,1.29165,1.28764,1.28716,0,0,0,0,0,0,0,0.04899,B,1.307
6136,S3504,L820026616396,11,12,2021-11-12,1.28682,1.3041,1.3112,1.31191,1.32094,1.32238,1.32363,1.32329,1.32715,1.32036,1.31189,1.31141,1.30093,1.28585,1.27813,1.29651,1.3088,1.31174,1.31595,1.32096,1.32117,1.31806,1.32228,0,0,0,0,0,0,0,0.04902,B,1.311
